question_id,origin,type,prompt,correct_answer,correct_answer_latin,correct_answer_german,distractors,concept_ids,source_relation_id,relation_type,direction,evidence_status,quiz_eligible,status,generation_rule,explanation
graph_rel_deep_v23_0058_f,anatomy_graph,multiple_choice,Which structure articulates with frontal bone?,zygomatic bone,os zygomaticum,Jochbein,lacrimal bone; temporal bone; inferior nasal concha,bone_frontal; bone_zygomatic,rel_deep_v23_0058,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,frontal bone articulates with zygomatic bone.
graph_rel_deep_v23_0058_r,anatomy_graph,multiple_choice,Which structure articulates with zygomatic bone?,frontal bone,os frontale,Stirnbein,ethmoid bone; sphenoid bone; occipital bone,bone_frontal; bone_zygomatic,rel_deep_v23_0058,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,frontal bone articulates with zygomatic bone.
graph_rel_deep_v23_0059_f,anatomy_graph,multiple_choice,Which structure articulates with frontal bone?,nasal bone,os nasale,Nasenbein,maxilla; temporal bone; lacrimal bone,bone_frontal; bone_nasal,rel_deep_v23_0059,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,frontal bone articulates with nasal bone.
graph_rel_deep_v23_0059_r,anatomy_graph,multiple_choice,Which structure articulates with nasal bone?,frontal bone,os frontale,Stirnbein,maxilla; parietal bone; mandible,bone_frontal; bone_nasal,rel_deep_v23_0059,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,frontal bone articulates with nasal bone.
graph_rel_deep_v23_0060_f,anatomy_graph,multiple_choice,Which structure articulates with parietal bone?,occipital bone,os occipitale,Hinterhauptbein,palatine bone; mandible; ethmoid bone,bone_parietal; bone_occipital,rel_deep_v23_0060,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,parietal bone articulates with occipital bone.
graph_rel_deep_v23_0060_r,anatomy_graph,multiple_choice,Which structure articulates with occipital bone?,parietal bone,os parietale,Scheitelbein,temporal bone; mandible; sphenoid bone,bone_parietal; bone_occipital,rel_deep_v23_0060,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,parietal bone articulates with occipital bone.
graph_rel_deep_v23_0061_f,anatomy_graph,multiple_choice,Which structure articulates with parietal bone?,temporal bone,os temporale,Schläfenbein,frontal bone; maxilla; ethmoid bone,bone_parietal; bone_temporal,rel_deep_v23_0061,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,parietal bone articulates with temporal bone.
graph_rel_deep_v23_0061_r,anatomy_graph,multiple_choice,Which structure articulates with temporal bone?,parietal bone,os parietale,Scheitelbein,maxilla; palatine bone; ethmoid bone,bone_parietal; bone_temporal,rel_deep_v23_0061,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,parietal bone articulates with temporal bone.
graph_rel_deep_v23_0062_f,anatomy_graph,multiple_choice,Which structure articulates with parietal bone?,sphenoid bone,os sphenoidale,Keilbein,mandible; frontal bone; palatine bone,bone_parietal; bone_sphenoid,rel_deep_v23_0062,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,parietal bone articulates with sphenoid bone.
graph_rel_deep_v23_0062_r,anatomy_graph,multiple_choice,Which structure articulates with sphenoid bone?,parietal bone,os parietale,Scheitelbein,palatine bone; occipital bone; maxilla,bone_parietal; bone_sphenoid,rel_deep_v23_0062,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,parietal bone articulates with sphenoid bone.
graph_rel_deep_v23_0063_f,anatomy_graph,multiple_choice,Which structure articulates with ethmoid bone?,sphenoid bone,os sphenoidale,Keilbein,palatine bone; occipital bone; mandible,bone_ethmoid; bone_sphenoid,rel_deep_v23_0063,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,ethmoid bone articulates with sphenoid bone.
graph_rel_deep_v23_0063_r,anatomy_graph,multiple_choice,Which structure articulates with sphenoid bone?,ethmoid bone,os ethmoidale,Siebbein,maxilla; temporal bone; mandible,bone_ethmoid; bone_sphenoid,rel_deep_v23_0063,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,ethmoid bone articulates with sphenoid bone.
graph_rel_deep_v23_0064_f,anatomy_graph,multiple_choice,Which structure articulates with ethmoid bone?,vomer,vomer,Pflugscharbein,parietal bone; zygomatic bone; mandible,bone_ethmoid; bone_vomer,rel_deep_v23_0064,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,ethmoid bone articulates with vomer.
graph_rel_deep_v23_0064_r,anatomy_graph,multiple_choice,Which structure articulates with vomer?,ethmoid bone,os ethmoidale,Siebbein,occipital bone; frontal bone; temporal bone,bone_ethmoid; bone_vomer,rel_deep_v23_0064,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,ethmoid bone articulates with vomer.
graph_rel_deep_v23_0065_f,anatomy_graph,multiple_choice,Which structure articulates with ethmoid bone?,inferior nasal concha,concha nasalis inferior,untere Nasenmuschel,nasal bone; zygomatic bone; temporal bone,bone_ethmoid; bone_inferior_nasal_concha,rel_deep_v23_0065,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,ethmoid bone articulates with inferior nasal concha.
graph_rel_deep_v23_0065_r,anatomy_graph,multiple_choice,Which structure articulates with inferior nasal concha?,ethmoid bone,os ethmoidale,Siebbein,maxilla; frontal bone; temporal bone,bone_ethmoid; bone_inferior_nasal_concha,rel_deep_v23_0065,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,ethmoid bone articulates with inferior nasal concha.
graph_rel_deep_v23_0066_f,anatomy_graph,multiple_choice,Which structure articulates with ethmoid bone?,lacrimal bone,os lacrimale,Tränenbein,zygomatic bone; occipital bone; frontal bone,bone_ethmoid; bone_lacrimal,rel_deep_v23_0066,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,ethmoid bone articulates with lacrimal bone.
graph_rel_deep_v23_0066_r,anatomy_graph,multiple_choice,Which structure articulates with lacrimal bone?,ethmoid bone,os ethmoidale,Siebbein,mandible; parietal bone; frontal bone,bone_ethmoid; bone_lacrimal,rel_deep_v23_0066,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,ethmoid bone articulates with lacrimal bone.
graph_rel_deep_v23_0067_f,anatomy_graph,multiple_choice,Which structure articulates with ethmoid bone?,maxilla,maxilla,Oberkiefer,palatine bone; parietal bone; occipital bone,bone_ethmoid; bone_maxilla,rel_deep_v23_0067,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,ethmoid bone articulates with maxilla.
graph_rel_deep_v23_0067_r,anatomy_graph,multiple_choice,Which structure articulates with maxilla?,ethmoid bone,os ethmoidale,Siebbein,mandible; occipital bone; parietal bone,bone_ethmoid; bone_maxilla,rel_deep_v23_0067,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,ethmoid bone articulates with maxilla.
graph_rel_deep_v23_0068_f,anatomy_graph,multiple_choice,Which structure articulates with vomer?,sphenoid bone,os sphenoidale,Keilbein,ethmoid bone; frontal bone; parietal bone,bone_vomer; bone_sphenoid,rel_deep_v23_0068,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,vomer articulates with sphenoid bone.
graph_rel_deep_v23_0068_r,anatomy_graph,multiple_choice,Which structure articulates with sphenoid bone?,vomer,vomer,Pflugscharbein,temporal bone; occipital bone; palatine bone,bone_vomer; bone_sphenoid,rel_deep_v23_0068,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,vomer articulates with sphenoid bone.
graph_rel_deep_v23_0069_f,anatomy_graph,multiple_choice,Which structure articulates with vomer?,maxilla,maxilla,Oberkiefer,occipital bone; frontal bone; mandible,bone_vomer; bone_maxilla,rel_deep_v23_0069,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,vomer articulates with maxilla.
graph_rel_deep_v23_0069_r,anatomy_graph,multiple_choice,Which structure articulates with maxilla?,vomer,vomer,Pflugscharbein,mandible; palatine bone; parietal bone,bone_vomer; bone_maxilla,rel_deep_v23_0069,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,vomer articulates with maxilla.
graph_rel_deep_v23_0070_f,anatomy_graph,multiple_choice,Which structure articulates with vomer?,palatine bone,os palatinum,Gaumenbein,parietal bone; ethmoid bone; frontal bone,bone_vomer; bone_palatine,rel_deep_v23_0070,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,vomer articulates with palatine bone.
graph_rel_deep_v23_0070_r,anatomy_graph,multiple_choice,Which structure articulates with palatine bone?,vomer,vomer,Pflugscharbein,nasal bone; parietal bone; zygomatic bone,bone_vomer; bone_palatine,rel_deep_v23_0070,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,vomer articulates with palatine bone.
graph_rel_deep_v23_0071_f,anatomy_graph,multiple_choice,Which structure articulates with inferior nasal concha?,maxilla,maxilla,Oberkiefer,frontal bone; mandible; parietal bone,bone_inferior_nasal_concha; bone_maxilla,rel_deep_v23_0071,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,inferior nasal concha articulates with maxilla.
graph_rel_deep_v23_0071_r,anatomy_graph,multiple_choice,Which structure articulates with maxilla?,inferior nasal concha,concha nasalis inferior,untere Nasenmuschel,frontal bone; sphenoid bone; mandible,bone_inferior_nasal_concha; bone_maxilla,rel_deep_v23_0071,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,inferior nasal concha articulates with maxilla.
graph_rel_deep_v23_0072_f,anatomy_graph,multiple_choice,Which structure articulates with inferior nasal concha?,lacrimal bone,os lacrimale,Tränenbein,zygomatic bone; parietal bone; vomer,bone_inferior_nasal_concha; bone_lacrimal,rel_deep_v23_0072,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,inferior nasal concha articulates with lacrimal bone.
graph_rel_deep_v23_0072_r,anatomy_graph,multiple_choice,Which structure articulates with lacrimal bone?,inferior nasal concha,concha nasalis inferior,untere Nasenmuschel,nasal bone; occipital bone; frontal bone,bone_inferior_nasal_concha; bone_lacrimal,rel_deep_v23_0072,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,inferior nasal concha articulates with lacrimal bone.
graph_rel_deep_v23_0073_f,anatomy_graph,multiple_choice,Which structure articulates with inferior nasal concha?,palatine bone,os palatinum,Gaumenbein,temporal bone; occipital bone; frontal bone,bone_inferior_nasal_concha; bone_palatine,rel_deep_v23_0073,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,inferior nasal concha articulates with palatine bone.
graph_rel_deep_v23_0073_r,anatomy_graph,multiple_choice,Which structure articulates with palatine bone?,inferior nasal concha,concha nasalis inferior,untere Nasenmuschel,lacrimal bone; parietal bone; sphenoid bone,bone_inferior_nasal_concha; bone_palatine,rel_deep_v23_0073,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,inferior nasal concha articulates with palatine bone.
graph_rel_deep_v23_0074_f,anatomy_graph,multiple_choice,Which structure articulates with nasal bone?,frontal bone,os frontale,Stirnbein,palatine bone; occipital bone; sphenoid bone,bone_nasal; bone_frontal,rel_deep_v23_0074,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,nasal bone articulates with frontal bone.
graph_rel_deep_v23_0074_r,anatomy_graph,multiple_choice,Which structure articulates with frontal bone?,nasal bone,os nasale,Nasenbein,temporal bone; inferior nasal concha; sphenoid bone,bone_nasal; bone_frontal,rel_deep_v23_0074,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,nasal bone articulates with frontal bone.
graph_rel_deep_v23_0075_f,anatomy_graph,multiple_choice,Which structure articulates with nasal bone?,maxilla,maxilla,Oberkiefer,temporal bone; mandible; occipital bone,bone_nasal; bone_maxilla,rel_deep_v23_0075,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,nasal bone articulates with maxilla.
graph_rel_deep_v23_0075_r,anatomy_graph,multiple_choice,Which structure articulates with maxilla?,nasal bone,os nasale,Nasenbein,mandible; frontal bone; zygomatic bone,bone_nasal; bone_maxilla,rel_deep_v23_0075,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,nasal bone articulates with maxilla.
graph_rel_deep_v23_0076_f,anatomy_graph,multiple_choice,Which structure articulates with lacrimal bone?,maxilla,maxilla,Oberkiefer,ethmoid bone; occipital bone; temporal bone,bone_lacrimal; bone_maxilla,rel_deep_v23_0076,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,lacrimal bone articulates with maxilla.
