id,statement_en,statement_sk,true_or_false,reasoning_en,reasoning_sk
id_0573,"air volume wit hin bronchi after the inspiration represents apart of anatomical dea dspace 9) Volumes and capacities , spirometry",,TRUE,,
id_0574,tidal volume (VT) in adult sis approx. 0.5 l,,TRUE,,
id_0575,tidal volume (VT) in adults is approx. 0.5 ml,,FALSE,"Incorrect because tidal volume in adults is about 500 ml (0.5 l), not 0.5 ml.",
id_0576,tidal volume (VT) is the volume of air inhaled during quiet inspiration,,TRUE,,
id_0577,tidal volume (VT) is not the volume of air inhaled during quiet inspiration,,FALSE,Incorrect because tidal volume is defined as air inhaled during quiet inspiration.,
id_0578,tidal volume (VT) is the volume of air exhaled during quiet expiration,,TRUE,,
id_0579,inspiratory reserve volume (IRV) in adult sis approx. 2500 ml,,TRUE,,
id_0580,inspir atory reserve volume (IRV) is the volume of air that is inspired with maximum effort,,FALSE,"Incorrect because IRV is maximum inspiration after quiet inspiration, not total maximum inspiration.",
id_0581,inspiratory reserve volume (IRV) is the volume of air that is inspired with maximum effort after quiet expiration,,FALSE,Incorrect because IRV is measured after quiet inspiration.,
id_0582,inspiratory reserve volume (IRV) is the volume of air that is inspired with maximum effort after quiet inspiration,,TRUE,,
id_0583,inspiratory reserve volume (IRV) in adult sis approximately 500 ml,,FALSE,"Incorrect because IRV is approximately 2500 ml, not 500 ml.",
id_0584,inspiratory reserve volume (IRV) is greater than expiratory reserve volume (ERV) in adults,,TRUE,,
id_0585,exspiratory reserve volume ( ERV) in adult sis approximately 500 ml,,TRUE,,
id_0586,exspiratory reserve volume (ERV) in adults is approximately 1000 ml,,FALSE,Incorrect because ERV is approximately 500 ml in adults.,
id_0587,exspiratory reserve volume (ERV) is the volume of air that is exhaled with maximum effort after quiet inspiration,,FALSE,Incorrect because ERV is measured after quiet expiration.,
id_0588,exspiratory reserve volume (ERV) is the volume of air that is exhaled with maximum effort after quiet expiration,,TRUE,,
id_0589,exspiratory reserve volume (ERV) in adults is greater than tidal volume (VT),,TRUE,,
id_0590,exspiratory capacity (EC) is the volume of air that is exhaled with maximum effort after quiet expiration,,TRUE,,
id_0591,exspiratory capacity (EC) is the volume of air that is exhaled with maximum effort after quiet inspiration,,FALSE,Incorrect because EC is measured after quiet expiration.,
id_0592,inspiratory capacity (IC) = tidal volume (VT) + inspiratory reserve volume (IRV),,TRUE,,
id_0593,inspiratory capacity (IC) is the volume of air that is inhaled with maximum effort after the quiet expiration,,TRUE,,
id_0594,inspiratory capacity (IC) is the volume of air that is inhaled with maximum effort after quiet inspiration,,FALSE,Incorrect because IC is measured after quiet expiration.,
id_0595,vital capacity of lungs (VC) = tidal volume (VT) + inspiratory reserve volume (IRV) + expiratory capacity (EC),,TRUE,,
id_0596,vital capacity of lungs is the volume of air that is exhaled after maximum inspiration,,TRUE,,
id_0597,vital capacity of lungs is the volume of air that is exhaled with maximum effort after maximum inspiration,,TRUE,,
id_0598,vital capacity in adu lts is typically 3 l,,FALSE,Incorrect because average adult vital capacity is closer to 4–5 l.,
id_0599,vital capacity in adults is typically 4 l,,TRUE,,
id_0600,vital capacity of lungs includes also functional residual capacity (FRC),,FALSE,"Incorrect because FRC includes residual volume, which is not part of vital capacity.",
id_0601,vital capacity in females is usually greater than that in males,,FALSE,Incorrect because males generally have greater vital capacity due to larger lung size.,
id_0602,vital capacity of lungs = residual volume (RV) + expiratory reserve volume (ERV) + inspiratory reserve volume (IRV) + tidal volume (VT),,FALSE,Incorrect because vital capacity does not include residual volume.,
id_0603,functional residual capacity (FRC) = expiratory reserve volume (ERV) + residual volume (RV),,TRUE,,
id_0604,functional residual capacity (FRC) is the volume of air in lungs after quiet expiration,,TRUE,,
id_0605,residual volume (RV) is the volume of air within lungs after quiet expiration,,FALSE,Incorrect because residual volume remains after maximum expiration.,
id_0606,residual volume (RV) is the volume of air within lungs after the maximum expiration,,TRUE,,
id_0607,residual volume (RV) = collapse air (400 ml) + minimum air (800 ml),,TRUE,,
id_0608,collapse air is the volume of air that cannot be removed from lungs,,TRUE,,
id_0609,minimum air (minimum volume) is volume remaining in lungs after bilateral pneumothorax,,TRUE,,
id_0610,in order to measure vital capacity patient is asked to take maximum inspiration after maximum expir ation and then to breathe quietly into the spirometer,,FALSE,Incorrect because vital capacity requires maximal expiration after maximal inspiration.,
id_0611,the Hering model of breathing allows to illustrate the Müller maneuver by reduction of the model volume (maximum expiratory pressure),,FALSE,Incorrect because Müller maneuver demonstrates maximum inspiratory effort.,
id_0612,the Müller maneuver demonstrates maximum inspiratory effort (ma ximum inspiratory pressure),,TRUE,,
id_0613,the Valsalv maneuver demonstrates maximum expiratory effort (maximum expiratory pressure),,TRUE,,
id_0614,the Hering model of breathing allows to illustrate the Valsalv manoeuver by maximum pull on the membrane and increasing of the model volume (maximum inspiratory pressure),,FALSE,"Incorrect because Valsalva demonstrates expiratory effort, not inspiratory.",
id_0615,total lung capacity (TLC) is the sum of 4 main lung volumes,,TRUE,,
id_0616,functional residual capacity (FRC) can not be measured by spirometer,,TRUE,,
id_0617,functional residual capacity (FRC) can be measure dby spirometer,,FALSE,Incorrect because FRC includes residual volume and cannot be measured by simple spirometry.,
id_0618,tidal volume can be measure dby spirometer,,TRUE,,
id_0619,tidal volume cannot be measured by spirometer,,FALSE,Incorrect because tidal volume is measurable by spirometry.,
id_0620,vital capacity of lungs can be measure dby spirometer,,TRUE,,
id_0621,vital capacity of lungs can not be measured by spirometer,,FALSE,Incorrect because vital capacity is measurable by spirometry.,
id_0622,residual volume can be measured by spirometer,,FALSE,Incorrect because residual volume cannot be measured by simple spirometry.,
id_0623,residual volum ecannot be measured by spirometer,,TRUE,,
id_0624,spirometer (with recording system) is not able to measure the dynamic parameters of breathing (e.g. FEV 1),,FALSE,Incorrect because spirometry can measure dynamic parameters like FEV1.,
id_0625,spirometer (with recording system) is able to measure some of the dynamic parameters of breathing (e.g. FEV 1),,TRUE,,
id_0626,spirometer can measure (at least some of) static param eters of breathing,,TRUE,,
id_0627,minute ventilation = tidal volume xnumber of breaths per minute (respiratory rate) i.e. MV = VT . f,,TRUE,,
id_0628,minute ventilation depends on the depth of breathing more than on the respira tory rate (number of breaths per minute),,FALSE,Incorrect because minute ventilation depends equally on tidal volume and respiratory rate.,
id_0629,minute ventilation in adults is approx. 350 ml/min during quiet breathing,,FALSE,Incorrect because normal minute ventilation is about 6–8 l/min.,
id_0630,minute ventilation represents the volume of air exchanged in the alveolar space,,FALSE,Incorrect because minute ventilation includes dead space ventilation.,
id_0631,minute ventilation equals alveolar ventilation,,FALSE,Incorrect because alveolar ventilation excludes dead space.,
id_0632,minu te ventilation does not equal alveolar ventilation,,TRUE,,
id_0633,minute ventilation can be calculated as number of breaths per minute (respiratory rate) multipl ied by alveolar ventilation,,FALSE,Incorrect because minute ventilation equals respiratory rate multiplied by tidal volume.,
id_0634,alveolar ventilation = minute ventilation – dead space (dea dvolume),,FALSE,Incorrect because alveolar ventilation equals minute ventilation minus dead space multiplied by respiratory rate.,
id_0635,density of blood is lower than density of plasma,,FALSE,"Incorrect because blood contains formed elements (mainly erythrocytes), which increase its density above that of plasma.",
id_0636,density of blood is higher than density of plasma,,TRUE,,
id_0637,density of blood is lower than density of red blood cells,,TRUE,,
id_0638,density of red blood cells is lower than density of blood,,FALSE,Incorrect because erythrocytes are denser than whole blood due to high hemoglobin concentration.,
id_0639,density of healthy human blood is about 1060 g / l,,TRUE,,
id_0640,some diseases lead to significantly altered blood density,,TRUE,,
id_0641,all disease slead to significantly altered blood density,,FALSE,Incorrect because many diseases do not significantly change blood density.,
id_0642,"if density of blood is higher than density of copper sulphate solution, the „drop‘ of this blood travels to the surface of the solution",,FALSE,"Incorrect because asubstance denser than the solution sinks, not rises.",
id_0643,"if density of blood is lower than density of copper sulphate solution, the „drop“ of this blood travels to the surface of the solution",,TRUE,,
